simulation_id,round,timestamp,centralized_loss,centralized_mta,centralized_asr,num_clients
,66,2026-04-08T21:15:47.928654,0.04485851061192288,0.9941,0.9970703125,
,67,2026-04-08T21:16:14.502820,0.04125095596596314,0.9944,0.99609375,
,68,2026-04-08T21:16:45.016792,0.0404795375148392,0.9941,0.99609375,
,69,2026-04-08T21:17:10.031605,0.04147789565620908,0.9937,0.9970703125,
,70,2026-04-08T21:17:34.173726,0.03990297154731052,0.9948,0.998046875,
,71,2026-04-08T21:18:01.612293,0.04392357399556667,0.9937,0.998046875,
,72,2026-04-08T21:18:28.412095,0.03946133115726292,0.994,0.998046875,
,73,2026-04-08T21:18:55.154333,0.04097124809624663,0.9944,0.998046875,
,74,2026-04-08T21:19:22.760251,0.06573568025876762,0.9866,0.9912109375,
,75,2026-04-08T21:19:57.036282,0.04431540361208141,0.9926,0.99609375,
,76,2026-04-08T21:20:28.309644,0.03804474337038341,0.9947,0.9990234375,
,77,2026-04-08T21:20:56.270869,0.037730207346427215,0.9952,0.998046875,
,78,2026-04-08T21:21:26.013232,0.045808715805126604,0.993,0.998046875,
,79,2026-04-08T21:21:52.604220,0.058409965092873876,0.9895,0.9990234375,
,80,2026-04-08T21:22:12.923767,0.040071324213959605,0.9939,0.998046875,
,81,2026-04-08T21:22:36.839090,0.04134784146526437,0.994,0.9990234375,
,82,2026-04-08T21:22:58.681403,0.03930319196123416,0.9943,0.9990234375,
,83,2026-04-08T21:23:23.141931,0.03683070891246105,0.9944,0.998046875,
,84,2026-04-08T21:23:45.064263,0.04882768371919538,0.9917,1.0,
,85,2026-04-08T21:24:03.611205,0.04434942435117284,0.9934,0.998046875,
,86,2026-04-08T21:24:27.950624,0.04305039056143753,0.993,0.9990234375,
,87,2026-04-08T21:24:52.156717,0.04061613309606435,0.9938,0.9990234375,
,88,2026-04-08T21:25:16.961413,0.03804705507910935,0.9946,0.9990234375,
,89,2026-04-08T21:25:53.471257,0.03900536831919175,0.9949,0.9990234375,
,90,2026-04-08T21:26:16.628261,0.03832112826335772,0.9948,0.9990234375,
,91,2026-04-08T21:26:42.666187,0.06343682813843723,0.9874,0.9990234375,
,92,2026-04-08T21:27:08.832438,0.04088391755132159,0.993,0.998046875,
,93,2026-04-08T21:27:43.542363,0.03758463672819031,0.9939,0.9990234375,
,94,2026-04-08T21:28:10.218637,0.04031490070662301,0.9946,0.9990234375,
,95,2026-04-08T21:28:43.715934,0.047842087817324956,0.9917,0.9990234375,
,96,2026-04-08T21:29:10.247382,0.042372622817849655,0.9941,0.9990234375,
,97,2026-04-08T21:29:36.110314,0.044489755289285046,0.9931,0.9990234375,
,98,2026-04-08T21:30:02.018472,0.04325339606233463,0.9924,0.9990234375,
,99,2026-04-08T21:30:31.438174,0.037025865653802635,0.9944,0.998046875,
,100,2026-04-08T21:30:56.518706,0.03745313474588144,0.9944,0.9990234375,
