simulation_id,round,timestamp,centralized_loss,centralized_mta,centralized_asr,num_clients
,44,2025-10-26T03:41:19.410884,0.6152692640283305,0.794,0.0595703125,
,45,2025-10-26T03:42:09.776979,0.6266775106548503,0.7931,0.068359375,
,46,2025-10-26T03:42:56.927816,0.6196186417227338,0.7919,0.060546875,
,47,2025-10-26T03:43:43.811071,0.6163442265835537,0.7961,0.0712890625,
,48,2025-10-26T03:44:32.364347,0.609784002326856,0.7956,0.0625,
,49,2025-10-26T03:45:22.229238,0.6303295436178803,0.7893,0.064453125,
,50,2025-10-26T03:46:07.132060,0.6114071738568081,0.7952,0.06640625,
,51,2025-10-26T03:46:54.263282,0.5975688779430025,0.8022,0.0595703125,
,52,2025-10-26T03:47:44.299104,0.6243205220456336,0.7889,0.068359375,
,53,2025-10-26T03:48:32.350782,0.6066972062845898,0.7955,0.056640625,
,54,2025-10-26T03:49:20.775126,0.5861290209232621,0.8028,0.06640625,
,55,2025-10-26T03:50:11.850897,0.5899542262599726,0.8045,0.0751953125,
,56,2025-10-26T03:51:01.591384,0.6018926127321401,0.7991,0.0615234375,
,57,2025-10-26T03:51:48.145062,0.5990721949726153,0.7999,0.07421875,
,58,2025-10-26T03:52:34.992652,0.59836975897953,0.8012,0.072265625,
,59,2025-10-26T03:53:22.119840,0.591742974747518,0.8033,0.0712890625,
,60,2025-10-26T03:54:11.631403,0.5877368497620722,0.8078,0.068359375,
,61,2025-10-26T03:55:00.013933,0.5854054036413788,0.8053,0.06640625,
,62,2025-10-26T03:55:45.845360,0.5793614081896035,0.8065,0.060546875,
,63,2025-10-26T03:56:36.232656,0.5661921582783863,0.8122,0.0673828125,
,64,2025-10-26T03:57:23.263655,0.5791414216825157,0.8107,0.06640625,
,65,2025-10-26T03:58:13.479874,0.5896371527082601,0.8009,0.06640625,
,66,2025-10-26T03:59:00.496253,0.5730593682854039,0.8121,0.0830078125,
,67,2025-10-26T03:59:49.358000,0.5772472718718705,0.8113,0.0712890625,
,68,2025-10-26T04:00:34.749066,0.5775591894319863,0.8096,0.06640625,
,69,2025-10-26T04:01:21.826533,0.5637991819412086,0.8158,0.078125,
,70,2025-10-26T04:02:11.961704,0.5771347646880302,0.8085,0.078125,
,71,2025-10-26T04:02:59.550270,0.5920026767405735,0.8052,0.0634765625,
,0,2025-10-27T01:16:35.805585,4.116794326502806,0.1,0.0,
,1,2025-10-27T01:17:59.745183,2.40272743383031,0.1,0.0,
,2,2025-10-27T01:18:55.023274,2.178374433973033,0.1826,0.0,
,3,2025-10-27T01:19:47.024287,1.7027267240414954,0.3737,0.0048828125,
,4,2025-10-27T01:20:40.513583,1.5302776424748123,0.4526,0.01171875,
,5,2025-10-27T01:21:34.779781,1.401096060777166,0.494,0.0126953125,
,6,2025-10-27T01:22:31.649669,1.274941331262042,0.5448,0.0126953125,
,7,2025-10-27T01:23:27.398676,1.1826934134884246,0.5803,0.0302734375,
,8,2025-10-27T01:24:26.362414,1.1198063401659584,0.6071,0.04296875,
,9,2025-10-27T01:25:22.193792,1.0855570967030372,0.6173,0.0361328125,
,10,2025-10-27T01:26:14.415842,1.042699565933009,0.6367,0.0458984375,
,11,2025-10-27T01:27:10.783476,1.008375850452739,0.6477,0.060546875,
,12,2025-10-27T01:28:05.057201,0.947547531811295,0.6771,0.0634765625,
,13,2025-10-27T01:29:05.124212,0.9305875665822606,0.6797,0.0576171875,
,14,2025-10-27T01:30:00.072109,0.8918063033158612,0.6934,0.0439453125,
,15,2025-10-27T01:31:00.289614,0.8578598150022471,0.7049,0.0654296875,
,16,2025-10-27T01:31:52.517502,0.8539434208232126,0.7127,0.052734375,
,17,2025-10-27T01:32:49.049254,0.8129202810822019,0.7221,0.060546875,
,18,2025-10-27T01:33:43.844549,0.8248318076893023,0.7162,0.0576171875,
,19,2025-10-27T01:34:38.383749,0.7832980072422392,0.7364,0.0517578125,
,20,2025-10-27T01:35:29.934099,0.7783719954217315,0.7374,0.0556640625,
,21,2025-10-27T01:36:29.007999,0.7816499167946493,0.7327,0.064453125,
,22,2025-10-27T01:37:22.116905,0.7411713892487204,0.7492,0.06640625,
,23,2025-10-27T01:38:19.927922,0.753330418638363,0.7468,0.0517578125,
,24,2025-10-27T01:39:11.762784,0.7321365067533626,0.755,0.0576171875,
,25,2025-10-27T01:40:07.011450,0.719687504563362,0.7565,0.0810546875,
,26,2025-10-27T01:41:01.999848,0.7257027286253158,0.7523,0.05078125,
,27,2025-10-27T01:42:00.652626,0.7111471202343133,0.761,0.060546875,
,28,2025-10-27T01:42:55.963598,0.7093400947607247,0.7624,0.0615234375,
,29,2025-10-27T01:43:53.006406,0.6803666237433246,0.7733,0.0732421875,
,30,2025-10-27T01:44:48.911861,0.6818765534716806,0.7719,0.0693359375,
,31,2025-10-27T01:45:45.902081,0.6830207872542606,0.77,0.0673828125,
,32,2025-10-27T01:46:44.908131,0.6873010972123237,0.7681,0.0556640625,
,33,2025-10-27T01:47:41.538196,0.6609051045338818,0.781,0.0712890625,
,34,2025-10-27T01:48:34.512741,0.6731610951150299,0.7738,0.0732421875,
,35,2025-10-27T01:49:30.586714,0.6640600155872903,0.7766,0.0751953125,
,36,2025-10-27T01:50:25.939761,0.6594939522302834,0.7791,0.064453125,
,37,2025-10-27T01:51:18.868839,0.6728049199672261,0.7701,0.0830078125,
,38,2025-10-27T01:52:18.421507,0.6665505419491203,0.7756,0.0634765625,
,39,2025-10-27T01:53:13.920715,0.6400612898313316,0.7857,0.064453125,
,40,2025-10-27T01:54:12.174543,0.6365086005371847,0.7886,0.0771484375,
,41,2025-10-27T01:55:07.660486,0.6631761056602381,0.7774,0.064453125,
,42,2025-10-27T01:56:03.024109,0.6443273491540532,0.7845,0.0703125,
,43,2025-10-27T01:56:56.604091,0.6646177988902778,0.7788,0.0908203125,
,44,2025-10-27T01:57:52.468954,0.6279270808408215,0.7923,0.06640625,
,45,2025-10-27T01:58:45.517618,0.6225956678390503,0.7944,0.076171875,
,46,2025-10-27T01:59:40.143970,0.6426117306302308,0.7865,0.0625,
,47,2025-10-27T02:00:32.062633,0.618796194624749,0.7962,0.0751953125,
,48,2025-10-27T02:01:32.122971,0.6280035488544755,0.7928,0.078125,
,49,2025-10-27T02:02:24.508997,0.6245645491560553,0.7931,0.0849609375,
,50,2025-10-27T02:03:20.117388,0.6264341577982447,0.7933,0.0771484375,
,51,2025-10-27T02:04:10.429882,0.6223525220801116,0.7948,0.072265625,
,0,2025-10-29T02:06:14.689169,3.134914882623466,0.1,0.0,
,1,2025-10-29T02:08:10.912714,2.4419072281782794,0.0977,0.0,
,2,2025-10-29T02:09:42.541531,1.9781968730270483,0.2089,0.0,
,0,2025-10-29T02:13:52.716945,0.2610576012331969,0.9268,0.0986328125,
,1,2025-10-29T02:15:47.879696,2.5845637989651626,0.1,0.0,
,2,2025-10-29T02:17:22.838617,0.684243014473824,0.7825,0.056640625,
,3,2025-10-29T02:18:57.085609,0.513854270907724,0.8361,0.072265625,
,4,2025-10-29T02:20:29.475403,0.46965572816930756,0.8461,0.0751953125,
,5,2025-10-29T02:22:04.058582,0.4612487038229681,0.8489,0.072265625,
,6,2025-10-29T02:23:34.925990,0.4368241367636213,0.8584,0.0751953125,
,7,2025-10-29T02:25:09.311780,0.40811616780271953,0.8694,0.0810546875,
,8,2025-10-29T02:26:39.916403,0.40724160137829507,0.8664,0.0751953125,
,9,2025-10-29T02:28:12.420263,0.405828683998934,0.8703,0.080078125,
,10,2025-10-29T02:29:43.343449,0.39534503278458955,0.873,0.0791015625,
,11,2025-10-29T02:31:17.043085,0.4005911346928329,0.8693,0.07421875,
,12,2025-10-29T02:32:49.002974,0.38660377729090917,0.8775,0.08203125,
,13,2025-10-29T02:34:19.832048,0.3860334297464152,0.876,0.0859375,
,14,2025-10-29T02:35:51.383537,0.38201814624154645,0.8773,0.0888671875,
,15,2025-10-29T02:37:22.759045,0.386637729159586,0.8723,0.0849609375,
,0,2025-10-31T02:27:20.642584,0.2610576012331969,0.9268,0.0986328125,
,1,2025-10-31T02:30:37.513563,2.4024812567765546,0.1,0.0,
,0,2025-10-31T02:35:32.840289,0.2610576012331969,0.9268,0.0986328125,
,1,2025-10-31T02:37:30.700108,2.347032984350897,0.1,0.0,
,0,2025-10-31T03:02:02.174726,0.2610576012331969,0.9268,0.0986328125,
,1,2025-10-31T03:03:58.844761,2.3585844738468245,0.1218,0.0,
,2,2025-10-31T03:05:36.165960,0.5839786147995359,0.8224,0.0625,
,3,2025-10-31T03:07:04.490893,0.5007565582443954,0.8431,0.0859375,
,4,2025-10-31T03:08:41.040940,0.47464877737175887,0.8467,0.0771484375,
,5,2025-10-31T03:10:22.511723,0.4383097250180639,0.8596,0.080078125,
,0,2025-10-31T03:12:51.469332,0.2610576012331969,0.9268,0.0986328125,
,1,2025-10-31T03:15:00.557834,2.1183566470055064,0.195,0.4296875,
,2,2025-10-31T03:16:42.175976,0.7815315970190012,0.7482,0.03125,
,3,2025-10-31T03:18:23.513826,0.5966331047616946,0.8022,0.0615234375,
,4,2025-10-31T03:20:00.232075,0.5828905838310339,0.8056,0.056640625,
,5,2025-10-31T03:21:42.220939,0.47285165091988385,0.8437,0.072265625,
,6,2025-10-31T03:23:27.057529,0.4583992675231521,0.8499,0.076171875,
,0,2025-10-31T18:54:52.679859,0.25083220320617317,0.925,0.1025390625,
,1,2025-10-31T18:56:50.045931,2.34869839127656,0.1,0.0,
,2,2025-10-31T18:58:14.770553,1.460607178651603,0.5277,0.0302734375,
,3,2025-10-31T18:59:38.970324,0.8184949793633381,0.7396,0.0234375,
,4,2025-10-31T19:01:05.628948,0.6576150287488464,0.786,0.0556640625,
,0,2025-11-04T03:11:44.973550,0.25083220320617317,0.925,0.1025390625,
,1,2025-11-04T03:13:41.919692,2.3307569452152133,0.1,0.0,
,0,2025-11-04T03:16:51.911939,0.25083220320617317,0.925,0.1025390625,
,1,2025-11-04T03:18:47.347924,2.325224565092925,0.1,0.0,
,2,2025-11-04T03:20:14.609148,1.4089899640174428,0.5418,0.0224609375,
,3,2025-11-04T03:21:42.344567,0.8161822318271467,0.7312,0.0380859375,
,4,2025-11-04T03:23:10.087234,0.6928557326459581,0.7679,0.0380859375,
,5,2025-11-04T03:24:38.311604,0.5693375902950384,0.8169,0.0537109375,
,6,2025-11-04T03:26:05.074879,0.5595783566593364,0.8179,0.0595703125,
,7,2025-11-04T03:27:33.705522,0.5214338264647563,0.8289,0.0693359375,
,8,2025-11-04T03:29:01.923279,0.4748520329120053,0.8472,0.0791015625,
,9,2025-11-04T03:30:31.563947,0.4604067329768163,0.8534,0.080078125,
,10,2025-11-04T03:31:59.608472,0.46006194772614034,0.8494,0.064453125,
,0,2026-04-08T20:05:10.682151,0.061047373280213896,0.995,0.1162109375,
,1,2026-04-08T20:05:42.941722,0.06047563983281706,0.9944,0.1162109375,
,2,2026-04-08T20:06:03.256491,0.19712287083173255,0.9825,0.4267578125,
,3,2026-04-08T20:06:21.038692,0.23568972522855564,0.9682,0.55859375,
,4,2026-04-08T20:06:39.931798,0.08491829379348997,0.9897,0.29296875,
,5,2026-04-08T20:06:59.216003,0.0803521074781752,0.9907,0.3408203125,
,6,2026-04-08T20:07:20.360887,0.10469428276655021,0.9878,0.666015625,
,7,2026-04-08T20:07:41.155910,0.0664839692366351,0.9925,0.451171875,
,8,2026-04-08T20:07:59.150488,0.06809009993626813,0.9923,0.466796875,
,9,2026-04-08T20:08:20.471070,0.108151878046382,0.9894,0.630859375,
,10,2026-04-08T20:08:37.900423,0.11502865673440277,0.9883,0.8837890625,
,11,2026-04-08T20:08:54.965391,0.16274331246686588,0.9668,0.5771484375,
,12,2026-04-08T20:09:15.138691,0.09009303166797966,0.9872,0.93359375,
,13,2026-04-08T20:09:32.184807,0.08413076600071731,0.9864,0.798828125,
,14,2026-04-08T20:09:48.592933,0.059538868297437195,0.9915,0.818359375,
,15,2026-04-08T20:10:07.431215,0.05712921803544281,0.9921,0.8349609375,
,16,2026-04-08T20:10:27.308023,0.10186636739760448,0.9813,0.9384765625,
,17,2026-04-08T20:10:45.297056,0.06472213746635777,0.9902,0.8857421875,
,18,2026-04-08T20:11:03.027428,0.09923674455683702,0.9861,0.994140625,
,19,2026-04-08T20:11:26.022631,0.0682236218623295,0.9896,0.9580078125,
,20,2026-04-08T20:11:48.187916,0.06182880864543899,0.9917,0.986328125,
,21,2026-04-08T20:12:10.846275,0.11087169953782088,0.974,0.94140625,
,22,2026-04-08T20:12:31.166439,0.07053609345416734,0.9879,0.951171875,
,23,2026-04-08T20:12:49.511804,0.05108748527042046,0.9923,0.9375,
,24,2026-04-08T20:13:07.566096,0.07246260126684881,0.9874,0.908203125,
,25,2026-04-08T20:13:29.507781,0.06500015464747787,0.9901,0.9150390625,
,26,2026-04-08T20:13:50.507695,0.07083855012941892,0.9902,0.9296875,
,27,2026-04-08T20:14:09.077723,0.05802234098505063,0.9919,0.9248046875,
,28,2026-04-08T20:14:30.030610,0.054200937663009215,0.9918,0.921875,
,29,2026-04-08T20:14:54.064355,0.0550348685378102,0.9922,0.9345703125,
,30,2026-04-08T20:15:15.194400,0.049348034379873305,0.9926,0.9248046875,
,31,2026-04-08T20:15:37.790370,0.051862218007919896,0.9924,0.908203125,
,32,2026-04-08T20:16:04.626707,0.06903413582332195,0.9885,0.9921875,
,33,2026-04-08T20:16:25.701750,0.05587975463717227,0.992,0.966796875,
,34,2026-04-08T20:16:48.559215,0.05350139077491821,0.9927,0.9638671875,
,35,2026-04-08T20:17:12.086446,0.10219823901250863,0.9804,0.986328125,
,36,2026-04-08T20:17:31.570737,0.07501639569308727,0.9885,0.98828125,
,37,2026-04-08T20:17:49.322822,0.059338231446446885,0.9918,0.9951171875,
,38,2026-04-08T20:18:13.184200,0.06683536678267891,0.9878,0.939453125,
,39,2026-04-08T20:18:32.997342,0.054929771632620486,0.9906,0.951171875,
,40,2026-04-08T20:19:01.425257,0.048539239296298116,0.9916,0.947265625,
,41,2026-04-08T20:19:25.696982,0.0808200254371971,0.9842,0.9716796875,
,42,2026-04-08T20:19:49.804403,0.0565320324200164,0.9907,0.984375,
,43,2026-04-08T20:20:19.714193,0.052289820685508144,0.9918,0.9853515625,
,44,2026-04-08T20:20:49.134863,0.05706844370883361,0.991,0.982421875,
,45,2026-04-08T20:21:14.493246,0.0707946098439253,0.9894,0.99609375,
,46,2026-04-08T20:21:47.415682,0.05510652142392981,0.9915,0.9970703125,
,47,2026-04-08T20:22:12.841683,0.04689625065749998,0.9937,0.9951171875,
,48,2026-04-08T20:22:34.275682,0.050705147693586194,0.9926,0.99609375,
,49,2026-04-08T20:22:57.089938,0.0661912667476068,0.9855,0.994140625,
,50,2026-04-08T20:23:19.449217,0.0503906877889375,0.9912,0.9970703125,
,51,2026-04-08T20:23:43.083056,0.046024122162704253,0.993,0.9990234375,
,52,2026-04-08T20:24:04.505618,0.04615863976157775,0.9921,0.9990234375,
,53,2026-04-08T20:24:31.681142,0.04204111288829594,0.9943,0.9990234375,
,54,2026-04-08T20:24:58.657636,0.0472396668639912,0.9923,0.998046875,
,55,2026-04-08T20:25:24.119317,0.04568343423306942,0.9927,0.998046875,
,56,2026-04-08T20:25:50.406374,0.0430107165578824,0.9945,0.998046875,
,57,2026-04-08T20:26:11.128587,0.05422863173209558,0.9922,0.998046875,
,58,2026-04-08T20:26:38.873105,0.04927909422879386,0.9915,0.9990234375,
,59,2026-04-08T20:27:06.183656,0.04703773880840107,0.9922,0.9990234375,
,60,2026-04-08T20:27:40.365951,0.04761940391532555,0.9916,0.9990234375,
,61,2026-04-08T20:28:04.163094,0.04696650119723788,0.9919,0.9990234375,
,62,2026-04-08T20:28:32.547627,0.06412380599197309,0.9879,0.9990234375,
,63,2026-04-08T20:28:58.861739,0.04845646298994684,0.9927,0.9990234375,
,64,2026-04-08T20:29:25.754782,0.11315206561688405,0.9742,0.9990234375,
,65,2026-04-08T20:29:51.325386,0.06172332048985609,0.9892,0.998046875,
,66,2026-04-08T20:30:17.537719,0.076016518067877,0.9848,0.9951171875,
,67,2026-04-08T20:30:45.528504,0.05475870321747983,0.9902,0.99609375,
,68,2026-04-08T20:31:09.597956,0.051840366677019245,0.9899,0.99609375,
,69,2026-04-08T20:31:38.795527,0.04882430047935741,0.9929,0.9970703125,
,70,2026-04-08T20:32:11.306394,0.04560642435577265,0.9931,0.9970703125,
,71,2026-04-08T20:32:45.950485,0.040944592558606795,0.9941,0.994140625,
,72,2026-04-08T20:33:11.443967,0.04267527452509874,0.9935,0.9990234375,
,73,2026-04-08T20:33:49.180629,0.041243909929351064,0.9932,0.998046875,
,74,2026-04-08T20:34:17.720269,0.04751402953532851,0.9926,1.0,
,75,2026-04-08T20:34:42.442989,0.042097472182362324,0.9928,0.9990234375,
,76,2026-04-08T20:35:09.518104,0.040929338343109294,0.9931,0.9990234375,
,77,2026-04-08T20:35:35.034898,0.04250933748379255,0.9934,0.9990234375,
,78,2026-04-08T20:36:00.856236,0.04224672536276708,0.9936,0.9990234375,
,79,2026-04-08T20:36:22.848559,0.041892454532348807,0.9933,0.9990234375,
,80,2026-04-08T20:36:49.589782,0.03961135480244448,0.994,0.9990234375,
,81,2026-04-08T20:37:15.043059,0.04184718732573804,0.994,0.9990234375,
,82,2026-04-08T20:37:43.511049,0.042961529106091544,0.9933,0.9990234375,
,83,2026-04-08T20:38:05.545958,0.042833911717697314,0.9937,0.9990234375,
,84,2026-04-08T20:38:29.982012,0.060870454237339604,0.9887,0.9912109375,
,85,2026-04-08T20:38:55.919103,0.05314843864387767,0.9919,0.9970703125,
,86,2026-04-08T20:39:20.966018,0.048499041954707944,0.9927,0.9970703125,
,87,2026-04-08T20:40:00.581117,0.05085294599982963,0.9923,0.9990234375,
,88,2026-04-08T20:40:24.652580,0.048688063267499776,0.9925,0.9990234375,
,89,2026-04-08T20:40:50.939927,0.1054204034197862,0.9792,0.9990234375,
,90,2026-04-08T20:41:16.209403,0.054012321837388785,0.9925,0.9990234375,
,91,2026-04-08T20:41:42.033962,0.04563394534122792,0.9937,0.994140625,
,92,2026-04-08T20:42:08.669902,0.04412556167952954,0.9923,0.9931640625,
,93,2026-04-08T20:42:34.421853,0.04845914028727325,0.9918,0.994140625,
,94,2026-04-08T20:43:03.556991,0.04471480599634207,0.9929,0.9970703125,
,95,2026-04-08T20:43:34.372322,0.04692581528501146,0.9932,0.9990234375,
,96,2026-04-08T20:44:01.024231,0.057498904834887024,0.9901,0.9990234375,
,97,2026-04-08T20:44:37.232971,0.04654628497542469,0.9922,1.0,
,98,2026-04-08T20:45:02.745404,0.04291408815106768,0.9933,1.0,
,99,2026-04-08T20:45:31.603814,0.048815213381105164,0.994,0.9990234375,
,100,2026-04-08T20:46:01.579177,0.05304312080761809,0.9935,0.9990234375,
,0,2026-04-08T20:50:56.146907,0.061047373280213896,0.995,0.1162109375,
,1,2026-04-08T20:51:27.915570,0.08041342964787392,0.9943,0.1171875,
,2,2026-04-08T20:51:46.912936,0.1036071142858001,0.9932,0.142578125,
,3,2026-04-08T20:52:05.599830,0.09145804375979551,0.9912,0.158203125,
,4,2026-04-08T20:52:23.292875,0.07553117216867246,0.9929,0.197265625,
,5,2026-04-08T20:52:41.561533,0.07874124492429624,0.9912,0.3232421875,
,6,2026-04-08T20:53:01.231823,0.07061772029490987,0.9933,0.36328125,
,7,2026-04-08T20:53:19.602388,0.07052056175793052,0.9935,0.408203125,
,8,2026-04-08T20:53:38.730174,0.07459294257365215,0.9915,0.470703125,
,9,2026-04-08T20:53:59.055837,0.07356577871996127,0.9918,0.482421875,
,10,2026-04-08T20:54:17.296883,0.08592792671577186,0.9871,0.58203125,
,11,2026-04-08T20:54:34.026412,0.07714298490885717,0.9912,0.7626953125,
,12,2026-04-08T20:54:51.872122,0.06485167178948215,0.9927,0.6650390625,
,13,2026-04-08T20:55:10.528605,0.06157515881357679,0.9924,0.6298828125,
,14,2026-04-08T20:55:30.217760,0.05959235927813752,0.993,0.669921875,
,15,2026-04-08T20:55:48.982153,0.06566205174679969,0.9923,0.92578125,
,16,2026-04-08T20:56:08.778443,0.06142042413543744,0.9934,0.9287109375,
,17,2026-04-08T20:56:31.734241,0.05839734168568994,0.9927,0.939453125,
,18,2026-04-08T20:56:53.463443,0.058135431924253515,0.9925,0.9638671875,
,19,2026-04-08T20:57:10.719870,0.05670980615600659,0.9927,0.962890625,
,20,2026-04-08T20:57:36.691684,0.08061871437984668,0.9877,0.9375,
,21,2026-04-08T20:57:57.266344,0.05464748013171421,0.9931,0.9619140625,
,22,2026-04-08T20:58:17.406094,0.054142429689123375,0.9927,0.9814453125,
,23,2026-04-08T20:58:41.661828,0.05542892832190368,0.9912,0.9482421875,
,24,2026-04-08T20:59:00.833773,0.05213777605847568,0.9921,0.9560546875,
,25,2026-04-08T20:59:21.646571,0.04652122901693271,0.9937,0.96484375,
,26,2026-04-08T20:59:40.618257,0.04492722251185566,0.9938,0.9619140625,
,27,2026-04-08T21:00:00.246449,0.046418674278316224,0.9924,0.97265625,
,28,2026-04-08T21:00:24.156232,0.0489501389229943,0.9935,0.98828125,
,29,2026-04-08T21:00:43.979262,0.049874487386387625,0.9926,0.990234375,
,30,2026-04-08T21:01:07.283923,0.0516931566819074,0.9922,0.9912109375,
,31,2026-04-08T21:01:27.419090,0.04689757473719348,0.9936,0.9873046875,
,32,2026-04-08T21:01:51.458386,0.050717938442234024,0.9933,0.970703125,
,33,2026-04-08T21:02:11.033138,0.057593035612516344,0.9904,0.9619140625,
,34,2026-04-08T21:02:43.144980,0.046194051137300816,0.9926,0.970703125,
,35,2026-04-08T21:03:07.392465,0.044729278191544444,0.993,0.9833984375,
,36,2026-04-08T21:03:29.615179,0.04389888858481957,0.9932,0.990234375,
,37,2026-04-08T21:03:52.477705,0.04634012344773788,0.9925,0.984375,
,38,2026-04-08T21:04:13.003330,0.042722827843894626,0.9942,0.98828125,
,39,2026-04-08T21:04:33.712552,0.043952260759605725,0.9934,0.994140625,
,40,2026-04-08T21:04:56.734776,0.04865179953586524,0.9921,0.984375,
,41,2026-04-08T21:05:24.791645,0.04481039469124405,0.9933,0.99609375,
,42,2026-04-08T21:05:52.750558,0.0425446360330483,0.9937,0.99609375,
,43,2026-04-08T21:06:20.306038,0.04407717050260799,0.9937,0.994140625,
,44,2026-04-08T21:06:44.531049,0.04781409379118567,0.9921,0.99609375,
,45,2026-04-08T21:07:11.307989,0.04356268387596319,0.9938,0.994140625,
,46,2026-04-08T21:07:35.795570,0.055066843701016374,0.9917,0.9951171875,
,47,2026-04-08T21:07:59.567633,0.04558011292699416,0.9939,0.9912109375,
,48,2026-04-08T21:08:33.531510,0.04322537486767693,0.9937,0.9921875,
,49,2026-04-08T21:08:55.131414,0.06409268464394816,0.9886,0.9921875,
,50,2026-04-08T21:09:14.590595,0.04705335880825474,0.9925,0.99609375,
,51,2026-04-08T21:09:33.976367,0.044834382903234216,0.9932,0.9970703125,
,52,2026-04-08T21:09:58.799666,0.043671734809021284,0.9933,0.9951171875,
,53,2026-04-08T21:10:24.437588,0.049673898121828486,0.992,0.990234375,
,54,2026-04-08T21:10:45.688372,0.04456697953686972,0.9936,0.9892578125,
,55,2026-04-08T21:11:09.604580,0.0436414593629017,0.9947,0.99609375,
,56,2026-04-08T21:11:32.646351,0.04328988818748362,0.9943,0.9970703125,
,57,2026-04-08T21:11:55.131529,0.04266875582468358,0.9947,0.99609375,
,58,2026-04-08T21:12:17.906087,0.04974675416993867,0.9935,0.998046875,
,59,2026-04-08T21:12:42.082648,0.042518805368406,0.9945,0.998046875,
,60,2026-04-08T21:13:04.492451,0.042696965407508954,0.9944,0.998046875,
,61,2026-04-08T21:13:28.394829,0.048842590859836076,0.9924,0.99609375,
,62,2026-04-08T21:13:59.952370,0.043072761694906626,0.9939,0.9970703125,
,63,2026-04-08T21:14:28.892237,0.04154724580277303,0.9946,0.998046875,
,64,2026-04-08T21:14:50.355213,0.04858454949204709,0.9932,0.9892578125,
,65,2026-04-08T21:15:17.894663,0.041682060416431944,0.9946,0.9970703125,
