simulation_id,round,timestamp,dist_loss,dist_mta,dist_asr,num_clients
exp-01,1,2025-10-26T03:06:34.130653,2.491248291683619,0.10047855824219645,0.0,10
exp-01,2,2025-10-26T03:07:20.310801,1.9649360132148206,0.21945528666112862,0.0,10
exp-01,3,2025-10-26T03:08:09.632775,1.7515971073110246,0.326305262673321,0.0005459063057847252,10
exp-01,4,2025-10-26T03:08:58.591185,1.5059769357092034,0.4371186014056888,0.006271812937891595,10
exp-01,5,2025-10-26T03:09:45.751020,1.3874800069392341,0.48647337825489745,0.018061359391821,10
exp-01,6,2025-10-26T03:10:33.234794,1.2684872302619903,0.5490189689500576,0.0327020722813144,10
exp-01,7,2025-10-26T03:11:24.090491,1.189197094674643,0.5681204583175941,0.04732713072708624,10
exp-01,8,2025-10-26T03:12:10.552021,1.1281288406256131,0.5983716638873494,0.05055625430682377,10
exp-01,9,2025-10-26T03:12:56.863807,1.0489830158927362,0.6246933300454819,0.03967995179982502,10
exp-01,10,2025-10-26T03:13:46.678449,1.0089805466219102,0.6430275176319209,0.03433644177351548,10
exp-01,11,2025-10-26T03:14:33.613973,0.963308359715804,0.6627221645204902,0.05186772158590354,10
exp-01,12,2025-10-26T03:15:19.492557,0.9302511992790169,0.6718069235343098,0.05685189380337684,10
exp-01,13,2025-10-26T03:16:07.135532,0.893688943956233,0.6884050800172823,0.052367225929165075,10
exp-01,14,2025-10-26T03:16:52.082691,0.8585452730199606,0.7042655464478396,0.05152896182483566,10
exp-01,15,2025-10-26T03:17:39.625706,0.8514410130327532,0.7055086502544056,0.0668246721566442,10
exp-01,16,2025-10-26T03:18:30.008547,0.8201398655808313,0.7214689367292149,0.056978105475766636,10
exp-01,17,2025-10-26T03:19:23.982143,0.8090060864531865,0.7278247705352292,0.06925573306007479,10
exp-01,18,2025-10-26T03:20:16.801577,0.7795122658934308,0.7384154474239393,0.07377897903382966,10
exp-01,19,2025-10-26T03:21:10.437906,0.7807152518332862,0.7346949078318821,0.066449791719093,10
exp-01,20,2025-10-26T03:22:03.658428,0.7738611065293539,0.7347865126642965,0.061122274198067574,10
exp-01,21,2025-10-26T03:22:54.862922,0.7406992218721619,0.7480293054548507,0.06928127206679507,10
exp-01,22,2025-10-26T03:23:44.695300,0.7356881509856706,0.7560687476811362,0.0702992142718495,10
exp-01,23,2025-10-26T03:24:33.332898,0.725059285311242,0.7539401081730657,0.0666075230370998,10
exp-01,24,2025-10-26T03:25:22.783628,0.7112435489584472,0.7623232431754665,0.07264888813692283,10
exp-01,25,2025-10-26T03:26:11.922107,0.7268805619433872,0.7562132222070593,0.0768517694732848,10
exp-01,26,2025-10-26T03:26:59.902152,0.7035968022057661,0.7672047949659333,0.07802048501883324,10
exp-01,27,2025-10-26T03:27:47.942561,0.6899734326430466,0.7702870374177361,0.07384774004849429,10
exp-01,28,2025-10-26T03:28:34.515643,0.6862477081366533,0.7667559019363711,0.08000604644793205,10
exp-01,29,2025-10-26T03:29:20.298574,0.6862803745837315,0.7716001747179029,0.07537321488383736,10
